Model,Segment,Text
OnePlus 7 (for China),Software and Special Features,"We're also fond of the Alert Slider on the right side of the phone, which allows you to easily switch between ring, vibrate, and silent modes. It's a simple feature, but it's one that makes using the OnePlus 7 Pro a pleasure."
OnePlus 7 (for China),Conclusions,"The OnePlus 7 Pro offers a lot of bang for the buck. For a lot less than most flagships, you get the best mobile processor on the market, plenty of RAM, and 128GB (or more) of storage. It makes some compromises like a merely average camera and tinny speakers. But that doesn't change the fact that it's an excellent bargain, with the best software experience you'll find on a Chinese phone, and that earns it our Editors' Choice."
OnePlus 7 Pro 5G,Introduction,"At $840, the OnePlus 7 Pro 5G for Sprint is the least expensive 5G phone in the US. Samsung's models cost over $1,200; LG's V50 costs $999. Even Verizon's Moto Z4 plus 5G Moto Mod, which is heavier and nowhere near as powerful as the OnePlus, costs $850. In an era of $1,000 iPhones and Galaxies, I don't think an $840 flagship Android phone with a gorgeous 90Hz screen and three cameras is outrageous, with or without 5G. The OnePlus 7 Pro 5G would be the only 5G phone you should buy, if you should buy a 5G phone. But you shouldn't."
OnePlus 7 Pro 5G,What's Different?,"By and large, the OnePlus 7 Pro 5G for Sprint is the same phone as the OnePlus 7 Pro for T-Mobile, so take a look at our full review of that phone for more details. I've been using the T-Mobile OnePlus 7 Pro as my primary phone for the past few months (replacing a Samsung Galaxy S10e), and I'm been happy to say that performance and battery life have held up. I have a few small scratches on the screen and some noticeable dust in ports, but the pop-up selfie camera has had no problems."
OnePlus 7 Pro 5G,What's Different?,"OnePlus is probably the best manufacturer outside of Google when it comes to continually delivering software improvements. A beta of Android 10 is already available for the OnePlus 7 lineup, and the phone has gotten monthly software tweaks for stability, experience quality, and especially touching up the autofocus in its camera."
OnePlus 7 Pro 5G,What's Different?,"With its super-smooth 90Hz screen, the OnePlus 7 Pro is the butteriest, smoothest-running Android phone out there right now. The one thing you give up is that it isn't the ultimate in camera quality. While autofocus has definitely gotten better, images aren't quite as punchy as you get on a Samsung or Apple phone, with a tighter dynamic range and low-light performance that falls well behind the lastest phones from Apple and Google (although OnePlus' Nightscape mode helps somewhat, when you remember to use it)."
OnePlus 7 Pro 5G,What's Different?,The 5G model of the phone is 0.32 ounce heavier than the standard model—the weight of a 5G chipset. The model Sprint sells has 8GB of RAM and 256GB of storage.
OnePlus 7 Pro 5G,What's Different?,"In typical OnePlus fashion, there is delightfully little bloatware on this phone. Sprint only adds one app: Caller ID. In comparison, the Sprint version of the Galaxy S10+ 5G has eight Sprint apps, six Amazon apps, eight ""featured"" apps, and seven Samsung apps. OnePlus keeps things clean."
OnePlus 7 Pro 5G,The Great Sprint Mystery,"Sprint currently operates the most usable, meaningful 5G network in the US. While AT&T and Verizon struggle with thorny millimeter-wave technology and T-Mobile waits for phones that will support its low-band network, Sprint has extended broad coverage over nine major cities (Atlanta, Chicago, Dallas, Houston, Kansas City, LA, New York, Phoenix, and Washington) and 11 million people."
OnePlus 7 Pro 5G,The Great Sprint Mystery,"The applications that are going to require super-duper speeds from 5G are a few years down the road. Most people will be totally happy with getting 50Mbps all the time, and Sprint's limited speed but broad coverage form of 5G fits that bill. And over the next few years, there could be spectrum to be bought and deals to be made that can improve Sprint's speeds."
OnePlus 7 Pro 5G,The Great Sprint Mystery,"But Sprint hasn't announced plans to extend its network. The company's owner, Softbank, wants to immolate it into the body of T-Mobile, and all sorts of decisions seem to be on hold while this drama plays out in a series of boardrooms and courtrooms."
OnePlus 7 Pro 5G,The Great Sprint Mystery,"Making things worse, Sprin-T-Mobile won't explain in detail what its compatibility and expansion plans would be because of legal regulatory concerns. The companies give broad, vague promises and assertions, but not details."
OnePlus 7 Pro 5G,The Great Sprint Mystery,"I don't know if Sprint will maintain its independence and struggle on, if it will vanish (along with thousands of jobs in Kansas City) into a cloud of smoke, or whether it can even make a deal with T-Mobile to share spectrum and go on as two independent companies sharing some network facilities, the way Bell and Telus do in Canada. (In my mind, that third choice would be by far the best for consumers.) But the shuddering storm clouds here make it hard to recommend any Sprint 5G device, as good as it may be."
OnePlus 7 Pro 5G,The Great Sprint Mystery,"The reason this impacts your phone choice is that the OnePlus 7 Pro 5G—and all of Sprint's initial 5G phones—only support one of three different kinds of 5G that T-Mobile plans to run. If Sprint continues to stand alone, it will try to build out a network including most of the country's major cities that will be compatible with this phone. But if the merger happens, this phone will only be able to access a slice of what T-Mobile plans to set up, not the full thing. In that case, it would make much more sense to wait for phones that can access the whole ""new T-Mobile"" network."
OnePlus 7 Pro 5G,"The Best, Not the Fastest","I tested the OnePlus 7 Pro 5G around New York City against a Samsung Galaxy S10+ 5G. While the two phones showed about the same level of reception, I got consistently slower speeds on the OnePlus 7 Pro 5G both on the 4G and 5G networks."
OnePlus 7 Pro 5G,"The Best, Not the Fastest","I was very impressed with Sprint's coherent, consistent coverage where I was testing in midtown and lower Manhattan. More than on any other carrier, I had a consistent 5G signal while wandering around central districts. It wasn't totally perfect—it dropped to LTE from time to time—but it was easier to find than the three other carriers' networks have been, even T-Mobile's relatively dense network."
OnePlus 7 Pro 5G,"The Best, Not the Fastest","Sprint's form of 5G also doesn't make phones overheat. The millimeter-wave 5G being used by AT&T, T-Mobile, and Verizon, so far, caused phones to overheat when I was testing them this summer—a problem I've never seen with Sprint's mid-band 5G, which uses the same radio frequencies as 4G networks do. (For what it's worth, I've heard the overheating issue may be solved through the carriers pushing new network software; I'm just saying I haven't seen it solved in practice yet.)"
OnePlus 7 Pro 5G,"The Best, Not the Fastest","Top speeds were similar between the two phones: 350Mbps on the OnePlus phone and 369Mbps on the Samsung. But the OnePlus averaged 111Mbps down on 4G and 163Mbps down on 5G, while the Samsung averaged 142Mbps down on 4G and 188Mbps down on 5G in tests taken sequentially at the same locations."
OnePlus 7 Pro 5G,"The Best, Not the Fastest","Either phone will significantly improve your experience if you're in one of Sprint's 5G cities. I saw no 5G result slower than 29.7Mbps down, meaning when there was a 5 in the status bar, things feel much less frustrating than they often do in weaker Sprint 4G areas."
OnePlus 7 Pro 5G,"The Best, Not the Fastest","Digging into the 7 Pro 5G's capabilities, I think I figured out why I got faster overall speeds on the Samsung. Sprint's 5G system bonds 4G and 5G—it uses both at the same time. The LTE in the 4G version of the OnePlus 7 Pro is a notch slower than the LTE in the Galaxy S10+. While they have the same Qualcomm modem, the OnePlus has Category 18 LTE, while the S10+ has Category 20."
OnePlus 7 Pro 5G,"The Best, Not the Fastest","In most times and places, this doesn't matter. Looking at the massively crowdsourced data from Ookla Speedtest Intelligence, for instance, the OnePlus 7 Pro on T-Mobile and the Galaxy S10+ have just about the same LTE speed. (Note: Ookla is owned by Ziff Davis, PCMag.com's parent company.) But a slight difference in the ability to bond LTE channels on Sprint's network would explain the difference I saw in the results. For now, the difference between the two phones wouldn't lead me to not recommend the OnePlus—if Sprint could be relied upon."
